ekpy_heading
Temperature:::75
trial:::1
filename:::75K_1.csv
ekpy_heading_complete
x,y
0.0,0.12474235798246477
0.04008016032064128,0.08210503133273642
0.08016032064128256,0.07094421090152417
0.12024048096192384,0.061104204886883305
0.16032064128256512,0.10851941465929964
0.2004008016032064,0.10064657187339164
0.24048096192384769,0.0779107916675324
0.280561122244489,0.12652917223682023
0.32064128256513025,0.07219629522966714
0.3607214428857715,0.07250151731437285
0.4008016032064128,0.088868830198997
0.4408817635270541,0.120420288686122
0.48096192384769537,0.10195155675051058
0.5210420841683366,0.1144607759288285
0.561122244488978,0.09081407338496436
0.6012024048096192,0.12764726696406978
0.6412825651302605,0.12852095459715543
0.6813627254509018,0.10276576420158191
0.721442885771543,0.11453227183613393
0.7615230460921844,0.13481135507364503
0.8016032064128256,0.13322011821024146
0.8416833667334669,0.19949225799651651
0.8817635270541082,0.21423191484164744
0.9218436873747494,0.16885434897788273
0.9619238476953907,0.13385845138396513
1.002004008016032,0.1410931543171826
1.0420841683366733,0.19227011564037072
1.0821643286573146,0.20230456648079395
1.122244488977956,0.16345624283627405
1.1623246492985972,0.23490854296845962
1.2024048096192383,0.21143204272796556
1.2424849699398797,0.21658998012416045
1.282565130260521,0.20301276989488806
1.3226452905811623,0.22277519462456838
1.3627254509018036,0.1734495951241501
1.4028056112224447,0.20381077126237823
1.442885771543086,0.22675536914245267
1.4829659318637274,0.2559357612338657
1.5230460921843687,0.20313299540650923
1.56312625250501,0.27336852593524175
1.6032064128256511,0.23501212692554752
1.6432865731462925,0.2178486552266907
1.6833667334669338,0.28002927909076564
1.723446893787575,0.2341805287676429
1.7635270541082164,0.26819247084545117
1.8036072144288577,0.21593013263899008
1.8436873747494988,0.2921177619730856
1.8837675350701402,0.2315253828224707
1.9238476953907815,0.23719253357425926
1.9639278557114228,0.26105324009701436
2.004008016032064,0.23181072510447942
2.0440881763527052,0.22164988965867155
2.0841683366733466,0.24926107120939484
2.124248496993988,0.3007818640277115
2.164328657314629,0.27178830703397
2.2044088176352705,0.27935753431858845
2.244488977955912,0.2746991939043005
2.284569138276553,0.30217576134189544
2.3246492985971945,0.2641546068709618
2.3647294589178354,0.24848400806804458
2.4048096192384767,0.25169993107798444
2.444889779559118,0.27561091696167894
2.4849699398797593,0.22721545334031473
2.5250501002004007,0.23697073888848283
2.565130260521042,0.24333458393021248
2.6052104208416833,0.24119643445357164
2.6452905811623246,0.2720529054164023
2.685370741482966,0.3012809123668998
2.7254509018036073,0.29429000922178267
2.7655310621242486,0.24909444913960546
2.8056112224448895,0.25770689802889357
2.845691382765531,0.21963319269251225
2.885771543086172,0.26300854873599067
2.9258517034068134,0.24603725372346077
2.9659318637274548,0.21967470252245366
3.006012024048096,0.20583281690990607
3.0460921843687374,0.20480475379748228
3.0861723446893787,0.25567499933964843
3.12625250501002,0.1810414085284571
3.1663326653306614,0.25135120337135314
3.2064128256513023,0.23023630409926552
3.2464929859719436,0.1841589281497713
3.286573146292585,0.2565156129222063
3.3266533066132262,0.24306005847153794
3.3667334669338675,0.2354740302092907
3.406813627254509,0.19028378951997027
3.44689378757515,0.23005754521781818
3.4869739478957915,0.2420407385841529
3.527054108216433,0.14693494712066016
3.567134268537074,0.16236240739746668
3.6072144288577155,0.21093952149644662
3.6472945891783564,0.20801092390762685
3.6873747494989977,0.15966485937524275
3.727454909819639,0.15273110764199824
3.7675350701402803,0.14852245184530982
3.8076152304609217,0.190986798823529
3.847695390781563,0.159926601313264
3.8877755511022043,0.18247545370496962
3.9278557114228456,0.12159258467478351
3.967935871743487,0.10018040183764765
4.008016032064128,0.18963880541895098
4.04809619238477,0.15697786070337766
4.0881763527054105,0.16913358268595324
4.128256513026052,0.1379974868404747
4.168336673346693,0.16764028366608313
4.208416833667335,0.07263481023403563
4.248496993987976,0.1255398164941614
4.288577154308617,0.09898124749768468
4.328657314629258,0.1441307811339858
4.368737474949899,0.07569202751984971
4.408817635270541,0.07107846128910866
4.448897795591182,0.062379684642910924
4.488977955911824,0.12208757216965661
4.529058116232465,0.05947413464298183
4.569138276553106,0.07100183002923963
